,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
3311,25,36000,RENT,2.0,EDUCATION,C,3600,15.23,0,0.1,N,4
32115,39,48000,MORTGAGE,,MEDICAL,A,3000,5.42,0,0.06,N,16
13961,26,99000,MORTGAGE,9.0,MEDICAL,C,20000,14.22,0,0.2,N,4
12050,23,79000,MORTGAGE,7.0,EDUCATION,A,17825,6.62,0,0.23,N,2
6049,25,147750,RENT,3.0,HOMEIMPROVEMENT,B,5750,9.99,0,0.04,N,4
23400,31,95000,RENT,5.0,PERSONAL,B,8000,,0,0.08,N,10
21323,32,47000,OWN,8.0,VENTURE,A,6000,8.9,0,0.13,N,5
13527,25,60000,RENT,4.0,EDUCATION,B,12500,11.89,0,0.21,N,2
29395,36,72000,RENT,5.0,VENTURE,C,16500,13.61,0,0.23,N,11
25900,32,92000,MORTGAGE,1.0,EDUCATION,B,5000,,0,0.05,N,8
7408,22,53000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,1000,15.27,0,0.02,Y,4
13106,26,95000,RENT,0.0,DEBTCONSOLIDATION,B,12000,10.65,0,0.13,N,4
6892,23,75000,RENT,0.0,MEDICAL,B,6000,11.48,0,0.08,N,2
12658,23,62000,RENT,8.0,DEBTCONSOLIDATION,A,12000,5.79,0,0.19,N,2
28303,27,53000,MORTGAGE,6.0,PERSONAL,A,5000,,0,0.09,N,5
31409,47,92000,OWN,0.0,HOMEIMPROVEMENT,D,12000,14.11,0,0.13,N,12
21270,30,29120,RENT,0.0,DEBTCONSOLIDATION,A,5400,7.14,0,0.19,N,10
17745,22,50663,RENT,0.0,EDUCATION,C,7500,13.22,0,0.15,N,2
10256,22,68004,RENT,4.0,DEBTCONSOLIDATION,A,9600,7.51,0,0.14,N,2
27703,28,170000,MORTGAGE,8.0,PERSONAL,F,20000,18.99,0,0.12,Y,7
8189,23,56000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5500,7.51,0,0.1,N,4
16776,25,40000,RENT,1.0,VENTURE,B,6500,11.89,0,0.16,N,3
25629,30,90000,RENT,3.0,MEDICAL,C,12000,12.29,0,0.13,N,5
28486,30,148000,RENT,8.0,VENTURE,D,10000,13.55,0,0.07,N,9
14845,23,35000,RENT,4.0,EDUCATION,B,1800,10.59,0,0.05,N,3
26764,30,112000,MORTGAGE,4.0,PERSONAL,D,8000,16.02,0,0.07,Y,10
25568,28,86400,MORTGAGE,,DEBTCONSOLIDATION,A,5000,7.9,0,0.06,N,8
9298,22,61000,MORTGAGE,6.0,EDUCATION,A,2100,6.62,0,0.03,N,3
25638,29,88000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,15000,13.85,0,0.17,Y,6
2880,26,67500,RENT,0.0,EDUCATION,B,3000,8.88,0,0.04,N,2
23604,27,65000,MORTGAGE,5.0,VENTURE,B,13225,12.69,0,0.2,N,6
14817,25,115000,MORTGAGE,4.0,VENTURE,C,25000,12.53,0,0.22,Y,4
2418,23,92500,RENT,6.0,VENTURE,B,2500,10.74,0,0.03,N,3
9738,24,64000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5200,7.9,0,0.08,N,3
5002,24,38500,RENT,0.0,MEDICAL,D,5000,14.84,1,0.13,N,2
29984,40,42996,OWN,15.0,MEDICAL,D,15000,16.0,0,0.35,Y,16
19504,29,52000,RENT,2.0,EDUCATION,A,12000,7.9,0,0.23,N,7
1014,23,63000,RENT,1.0,EDUCATION,B,18000,10.99,0,0.29,N,3
4602,21,35760,MORTGAGE,5.0,HOMEIMPROVEMENT,E,2400,,1,0.07,N,3
28942,29,33000,MORTGAGE,5.0,VENTURE,B,4200,11.36,0,0.13,N,6
27952,29,120000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,4700,7.14,0,0.04,N,9
6243,22,30000,RENT,6.0,EDUCATION,A,6000,7.51,0,0.2,N,4
18268,28,18000,OWN,2.0,MEDICAL,C,6350,13.57,1,0.35,N,5
31564,38,106000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,5000,12.99,0,0.05,Y,12
7218,24,90000,RENT,0.0,MEDICAL,C,7000,13.99,0,0.08,N,4
26343,28,100000,OWN,5.0,VENTURE,C,11000,13.61,0,0.11,Y,8
18962,33,84000,RENT,2.0,VENTURE,E,15000,16.7,1,0.18,N,9
15452,25,136000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,8000,12.87,0,0.06,N,3
11803,22,85000,RENT,0.0,DEBTCONSOLIDATION,A,10000,7.66,0,0.12,N,3
11016,25,63000,RENT,6.0,VENTURE,C,4200,14.22,0,0.07,N,4
1073,23,62050,RENT,1.0,MEDICAL,E,17800,16.35,1,0.24,Y,3
17477,24,70000,RENT,0.0,MEDICAL,A,10000,7.29,0,0.14,N,3
14761,25,27336,OWN,9.0,VENTURE,C,5500,13.23,0,0.2,N,4
30713,36,62000,MORTGAGE,9.0,EDUCATION,A,4800,8.0,0,0.08,N,12
959,25,36400,RENT,2.0,PERSONAL,B,18200,9.91,1,0.5,N,4
9584,23,62510,MORTGAGE,5.0,EDUCATION,B,12000,10.74,0,0.19,N,4
29587,36,10800,RENT,0.0,VENTURE,E,3000,16.77,1,0.28,N,11
24459,33,54000,RENT,15.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.19,N,8
12422,26,81000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,10750,8.49,0,0.13,N,2
30824,41,65500,MORTGAGE,12.0,VENTURE,A,3000,,0,0.05,N,15
2920,23,35000,OWN,2.0,VENTURE,A,5500,5.42,0,0.16,N,2
15219,23,96050,MORTGAGE,0.0,MEDICAL,F,15000,19.13,1,0.13,N,2
10475,23,30000,RENT,7.0,MEDICAL,B,10000,12.18,1,0.33,N,3
7515,25,31000,RENT,1.0,HOMEIMPROVEMENT,D,6450,14.42,1,0.21,Y,3
563,26,97000,RENT,1.0,EDUCATION,A,21000,7.9,0,0.22,N,3
9958,23,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,8.49,0,0.11,N,3
11734,23,80000,RENT,5.0,PERSONAL,A,10000,8.49,0,0.13,N,2
15193,23,53500,RENT,6.0,EDUCATION,C,15000,13.47,0,0.28,N,2
23358,29,62000,MORTGAGE,14.0,EDUCATION,E,9600,18.39,0,0.15,N,10
7161,26,72000,RENT,8.0,PERSONAL,A,7000,9.32,0,0.1,N,2
8911,26,60000,MORTGAGE,3.0,EDUCATION,B,20000,10.74,0,0.33,N,4
8244,21,56400,OWN,5.0,VENTURE,A,5000,6.54,0,0.09,N,2
16190,22,44094,RENT,1.0,PERSONAL,A,3600,7.37,0,0.08,N,2
67,25,259000,MORTGAGE,9.0,HOMEIMPROVEMENT,D,20000,14.42,0,0.08,Y,2
30248,43,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,5000,9.63,0,0.1,N,16
7533,21,53684,MORTGAGE,5.0,EDUCATION,D,16000,15.65,0,0.3,Y,4
4891,26,32352,RENT,0.0,VENTURE,D,5000,14.84,1,0.15,N,4
15784,26,172000,MORTGAGE,7.0,VENTURE,A,12000,,0,0.07,N,2
32286,36,48686,RENT,21.0,MEDICAL,D,12000,13.99,0,0.25,N,13
31328,37,87950,MORTGAGE,3.0,EDUCATION,B,14250,11.89,0,0.16,N,14
21299,34,19200,RENT,1.0,PERSONAL,C,5500,15.23,1,0.29,Y,8
18454,27,100000,RENT,4.0,MEDICAL,B,20000,11.12,0,0.2,N,9
19527,32,49000,RENT,2.0,HOMEIMPROVEMENT,B,12000,11.11,1,0.24,N,9
3321,23,38400,RENT,7.0,DEBTCONSOLIDATION,C,3600,13.61,0,0.09,N,3
25618,34,87600,MORTGAGE,15.0,EDUCATION,A,15000,8.49,0,0.17,N,6
12869,24,36708,RENT,2.0,HOMEIMPROVEMENT,D,3000,15.33,1,0.08,Y,3
14557,25,110000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,8400,12.69,0,0.08,N,4
7476,24,38112,RENT,2.0,PERSONAL,A,6800,7.68,0,0.18,N,3
10028,24,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,7000,13.61,0,0.11,Y,3
16599,25,83004,MORTGAGE,9.0,DEBTCONSOLIDATION,A,5000,6.76,0,0.06,N,3
22830,28,70000,RENT,1.0,DEBTCONSOLIDATION,A,7800,7.9,0,0.11,N,8
6838,26,69780,RENT,3.0,PERSONAL,A,6000,9.32,0,0.09,N,3
6525,26,39600,RENT,3.0,PERSONAL,B,6000,12.42,1,0.15,N,3
3587,25,60900,RENT,2.0,PERSONAL,A,3600,6.91,0,0.06,N,3
6078,22,48000,MORTGAGE,1.0,PERSONAL,B,4000,9.63,0,0.08,N,2
24297,27,53550,RENT,3.0,MEDICAL,B,4200,11.99,1,0.07,N,8
24093,30,70000,MORTGAGE,5.0,MEDICAL,B,31825,12.69,0,0.45,N,8
29068,28,65000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,7.49,0,0.15,N,7
29921,49,41869,MORTGAGE,8.0,EDUCATION,A,8000,7.14,0,0.19,N,15
15800,23,91000,RENT,2.0,EDUCATION,C,16000,14.22,0,0.18,Y,3
27848,30,300000,OWN,14.0,HOMEIMPROVEMENT,B,35000,10.59,0,0.12,N,10
28029,31,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,10000,13.61,0,0.15,N,6
28087,28,140000,RENT,3.0,EDUCATION,B,12000,9.91,0,0.09,N,10
17310,24,120000,RENT,4.0,HOMEIMPROVEMENT,C,10000,13.61,0,0.08,N,2
8220,26,32000,RENT,1.0,MEDICAL,C,7500,13.79,0,0.23,Y,3
24756,27,75000,MORTGAGE,0.0,EDUCATION,A,4200,9.32,0,0.06,N,8
10552,26,68500,MORTGAGE,0.0,EDUCATION,B,6500,11.14,0,0.09,N,2
10445,21,30000,RENT,5.0,VENTURE,B,10000,11.99,1,0.33,N,4
781,26,73000,RENT,3.0,PERSONAL,B,20000,12.53,1,0.27,N,2
27297,33,62400,RENT,4.0,EDUCATION,B,15000,11.99,0,0.24,N,8
11172,24,44000,RENT,1.0,VENTURE,D,10000,,1,0.23,Y,3
4008,21,57000,RENT,6.0,EDUCATION,A,4000,7.49,0,0.07,N,4
16101,26,39000,RENT,2.0,EDUCATION,A,8000,6.62,0,0.21,N,2
19255,27,24000,RENT,2.0,MEDICAL,B,2500,10.65,0,0.1,N,9
25665,27,89000,MORTGAGE,11.0,EDUCATION,D,2800,14.96,0,0.03,Y,10
7728,23,32000,RENT,0.0,HOMEIMPROVEMENT,C,7000,14.26,1,0.22,N,4
31006,37,73000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5000,5.99,0,0.07,N,15
31790,39,69000,RENT,0.0,PERSONAL,D,15000,14.42,1,0.22,N,12
5236,21,44500,OWN,6.0,EDUCATION,D,5000,13.87,0,0.11,Y,3
16296,24,87000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,25000,10.99,0,0.29,N,4
6813,25,65000,RENT,8.0,EDUCATION,C,6000,13.06,0,0.09,Y,3
3606,25,31800,OTHER,1.0,HOMEIMPROVEMENT,C,10000,12.53,1,0.31,N,3
3785,24,38400,MORTGAGE,8.0,HOMEIMPROVEMENT,B,10000,10.99,0,0.26,N,2
7598,24,54000,MORTGAGE,3.0,PERSONAL,B,8000,10.99,0,0.15,N,3
10671,24,38000,RENT,6.0,EDUCATION,B,10000,,0,0.26,N,4
19147,28,37500,RENT,10.0,PERSONAL,A,2400,7.66,0,0.06,N,5
1778,21,20000,RENT,0.0,MEDICAL,A,2000,,0,0.1,N,3
4756,23,30159,RENT,0.0,EDUCATION,B,5000,11.12,0,0.17,N,2
7247,22,28000,RENT,0.0,EDUCATION,C,6975,12.29,0,0.25,N,4
20936,31,116400,RENT,3.0,VENTURE,B,8900,10.0,0,0.08,N,5
6128,24,48000,OWN,4.0,EDUCATION,A,3000,5.79,0,0.06,N,4
86,23,151200,RENT,7.0,DEBTCONSOLIDATION,B,28000,11.11,0,0.19,N,2
16607,21,14400,RENT,2.0,PERSONAL,D,1825,15.62,1,0.13,Y,2
21980,30,51000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,6600,6.92,0,0.13,N,9
7813,23,55000,MORTGAGE,8.0,VENTURE,B,7200,11.71,0,0.13,N,3
26996,28,120000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,5000,13.06,0,0.04,N,5
30308,46,105000,RENT,4.0,EDUCATION,A,6000,7.14,0,0.06,N,16
32358,65,57996,RENT,4.0,EDUCATION,D,3000,,0,0.05,N,27
7844,23,55000,MORTGAGE,0.0,PERSONAL,A,2000,,0,0.04,N,2
5479,26,60000,RENT,10.0,VENTURE,B,5000,10.99,0,0.08,N,2
2052,23,14000,RENT,2.0,EDUCATION,D,2300,15.33,1,0.16,N,2
14266,24,103000,MORTGAGE,8.0,VENTURE,C,21000,13.49,0,0.2,Y,2
11532,26,75000,MORTGAGE,6.0,MEDICAL,A,13000,6.99,0,0.17,N,2
10664,25,37500,RENT,1.0,MEDICAL,C,10000,15.96,0,0.27,Y,4
162,24,60000,RENT,2.0,PERSONAL,B,25000,11.11,1,0.42,N,3
26716,33,110000,MORTGAGE,7.0,MEDICAL,B,23800,10.25,0,0.22,N,5
20723,27,42000,MORTGAGE,2.0,VENTURE,C,20000,12.84,0,0.48,Y,7
90,22,240000,OWN,6.0,PERSONAL,B,25000,,0,0.1,N,2
24811,31,89000,RENT,1.0,VENTURE,B,10000,10.99,0,0.11,N,9
19707,34,30000,RENT,4.0,VENTURE,B,3350,10.99,0,0.11,N,10
8120,23,49635,MORTGAGE,6.0,PERSONAL,A,12000,7.29,1,0.24,N,3
31832,36,155000,MORTGAGE,12.0,VENTURE,B,25000,10.74,0,0.16,N,11
31134,38,78000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,3225,5.79,0,0.04,N,13
4196,23,25596,RENT,2.0,MEDICAL,B,4500,9.99,0,0.18,N,4
17948,32,193800,RENT,0.0,MEDICAL,B,20000,11.83,1,0.09,N,6
26213,32,98056,MORTGAGE,10.0,DEBTCONSOLIDATION,B,6000,8.88,0,0.06,N,10
9602,23,63000,MORTGAGE,7.0,EDUCATION,A,20000,7.9,0,0.32,N,2
3811,24,31200,RENT,3.0,DEBTCONSOLIDATION,B,4000,12.42,0,0.13,N,4
20165,34,38769,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2400,8.9,0,0.06,N,6
3506,22,37000,MORTGAGE,6.0,MEDICAL,B,2500,10.37,0,0.07,N,4
28465,31,80000,MORTGAGE,0.0,PERSONAL,B,15000,10.95,0,0.19,N,10
3790,22,38400,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,5.42,0,0.26,N,2
6047,22,95000,RENT,0.0,EDUCATION,A,5750,,0,0.06,N,3
9676,26,63000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,3800,12.04,0,0.06,Y,4
28254,28,112000,RENT,1.0,MEDICAL,B,6000,12.69,0,0.05,N,8
16805,24,47000,MORTGAGE,3.0,MEDICAL,B,12000,12.21,0,0.26,N,3
19397,30,33000,MORTGAGE,3.0,EDUCATION,B,5600,10.59,0,0.17,N,9
26980,31,108000,MORTGAGE,11.0,DEBTCONSOLIDATION,C,35000,13.49,1,0.32,N,10
30115,37,54000,RENT,15.0,MEDICAL,C,5400,13.99,1,0.1,Y,17
5089,23,43236,OWN,1.0,VENTURE,C,18000,12.87,0,0.42,N,2
9110,25,65000,RENT,0.0,PERSONAL,B,5200,9.99,0,0.08,N,3
8104,24,55400,MORTGAGE,8.0,VENTURE,A,11000,7.29,0,0.2,N,3
21466,29,48000,OWN,3.0,PERSONAL,C,9600,12.23,0,0.2,Y,8
9033,26,60000,OWN,8.0,VENTURE,A,9800,,0,0.16,N,4
12872,23,74000,RENT,6.0,MEDICAL,B,12000,12.53,0,0.16,N,4
26940,30,48564,RENT,3.0,VENTURE,B,15000,10.75,1,0.31,N,9
6168,22,24000,RENT,2.0,HOMEIMPROVEMENT,B,6000,12.18,1,0.25,N,3
29849,37,40000,MORTGAGE,2.0,MEDICAL,B,16000,10.99,0,0.4,N,15
13697,23,95000,OWN,2.0,EDUCATION,A,10900,7.74,0,0.11,N,4
17015,22,36000,OWN,4.0,PERSONAL,A,3250,7.75,0,0.09,N,2
28107,34,84000,RENT,3.0,EDUCATION,A,9000,5.79,0,0.11,N,10
14805,26,39000,RENT,1.0,VENTURE,D,15000,16.07,1,0.38,Y,4
24755,27,75000,OWN,11.0,HOMEIMPROVEMENT,C,6000,13.47,0,0.08,N,7
8531,24,49000,RENT,2.0,VENTURE,D,7800,15.62,1,0.16,N,2
19152,30,40000,RENT,6.0,MEDICAL,A,2400,8.49,0,0.06,N,10
75,26,12000,OWN,2.0,EDUCATION,A,6100,7.51,1,0.51,N,3
25144,28,38500,RENT,2.0,PERSONAL,B,12000,10.75,1,0.31,N,5
12812,22,85000,MORTGAGE,4.0,VENTURE,A,7000,6.91,0,0.08,N,3
26997,28,120000,MORTGAGE,12.0,EDUCATION,A,10000,5.42,0,0.08,N,6
27577,27,150000,MORTGAGE,2.0,MEDICAL,A,18000,,0,0.12,N,5
23886,32,21120,RENT,0.0,MEDICAL,A,10000,,1,0.47,N,6
23199,27,60000,MORTGAGE,5.0,MEDICAL,A,6000,8.94,0,0.1,N,10
12294,23,80000,MORTGAGE,1.0,PERSONAL,C,11000,12.73,0,0.14,N,3
19015,27,30000,RENT,2.0,EDUCATION,B,2000,11.49,0,0.07,N,8
23198,32,16800,RENT,0.0,PERSONAL,C,5000,14.35,1,0.3,Y,7
25457,34,66000,RENT,5.0,DEBTCONSOLIDATION,D,12000,14.3,1,0.18,N,6
11954,21,40000,OWN,5.0,MEDICAL,A,12000,8.9,0,0.3,N,2
22168,29,30000,RENT,2.0,MEDICAL,D,6600,15.33,1,0.22,Y,8
14210,24,101400,MORTGAGE,8.0,PERSONAL,A,9900,8.0,0,0.1,N,4
16877,23,36000,RENT,4.0,MEDICAL,D,6500,17.49,1,0.18,Y,4
22872,27,59000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,16000,13.98,0,0.27,N,10
26135,27,84000,MORTGAGE,5.0,PERSONAL,C,20000,12.29,1,0.24,Y,8
13983,22,61000,RENT,0.0,EDUCATION,A,14000,6.99,0,0.23,N,4
9838,22,37500,RENT,0.0,MEDICAL,B,9000,9.63,0,0.24,N,4
29613,36,33600,OWN,,VENTURE,E,15000,18.39,0,0.45,N,16
19996,29,50000,RENT,9.0,MEDICAL,C,3600,15.27,0,0.07,Y,10
14309,25,113000,RENT,8.0,DEBTCONSOLIDATION,B,14400,11.71,1,0.13,N,4
31291,40,85000,MORTGAGE,1.0,EDUCATION,C,10000,12.87,0,0.12,N,11
17437,24,62500,OWN,8.0,HOMEIMPROVEMENT,C,6500,13.22,0,0.1,N,3
7129,21,51800,MORTGAGE,1.0,VENTURE,B,5000,9.99,0,0.1,N,3
25534,31,80000,RENT,15.0,DEBTCONSOLIDATION,A,12000,5.79,0,0.15,N,5
22143,27,63360,RENT,1.0,EDUCATION,B,6500,9.99,0,0.1,N,8
31132,38,35000,RENT,22.0,EDUCATION,A,11100,6.62,1,0.32,N,14
19687,27,35000,OWN,4.0,VENTURE,C,7500,11.34,0,0.21,N,9
22433,30,48409,RENT,4.0,MEDICAL,B,7000,,0,0.14,N,10
6691,22,50000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,12800,5.79,0,0.26,N,2
32457,59,42000,RENT,14.0,PERSONAL,A,9600,7.66,0,0.23,N,19
703,26,68000,RENT,10.0,EDUCATION,B,20000,10.75,0,0.29,N,4
27445,29,140000,MORTGAGE,13.0,VENTURE,A,12600,,0,0.09,N,6
1535,22,27600,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8400,7.51,0,0.3,N,3
13843,26,96300,MORTGAGE,10.0,PERSONAL,A,15000,6.17,0,0.16,N,3
6832,22,44000,MORTGAGE,4.0,MEDICAL,D,16000,14.74,1,0.36,Y,3
26452,27,102000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7200,11.26,0,0.07,N,8
14352,25,105000,MORTGAGE,9.0,VENTURE,C,4800,15.23,0,0.05,Y,2
31081,41,58650,MORTGAGE,15.0,MEDICAL,B,12000,11.14,1,0.17,N,16
2760,24,34000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,6000,14.11,0,0.18,N,4
24845,34,95000,RENT,7.0,MEDICAL,B,10000,9.99,0,0.11,N,6
907,25,54000,RENT,8.0,DEBTCONSOLIDATION,C,19000,,1,0.35,Y,4
181,22,66000,RENT,6.0,EDUCATION,C,25000,13.06,1,0.38,Y,3
32285,38,12000,OWN,,EDUCATION,A,4800,7.29,1,0.4,N,12
11426,24,54000,RENT,1.0,DEBTCONSOLIDATION,D,10000,14.11,1,0.19,N,4
17590,25,140000,MORTGAGE,9.0,PERSONAL,B,35000,10.59,0,0.25,N,4
16408,22,22800,MORTGAGE,0.0,EDUCATION,A,3000,8.94,0,0.13,N,4
19799,31,80000,RENT,4.0,PERSONAL,C,3500,12.99,0,0.04,Y,7
2845,23,60000,RENT,1.0,DEBTCONSOLIDATION,A,3000,7.51,0,0.05,N,2
13970,25,54000,RENT,6.0,DEBTCONSOLIDATION,D,14000,14.59,1,0.26,Y,4
25795,27,35000,OWN,2.0,HOMEIMPROVEMENT,B,6000,11.99,0,0.17,N,10
24087,35,39000,RENT,2.0,MEDICAL,B,10000,10.25,0,0.26,N,5
23849,31,66000,MORTGAGE,15.0,PERSONAL,A,10000,,0,0.15,N,5
23187,28,15000,RENT,1.0,PERSONAL,A,5000,7.4,1,0.33,N,9
7590,23,50000,RENT,3.0,VENTURE,A,6400,6.91,0,0.13,N,2
7447,22,36050,RENT,2.0,PERSONAL,D,6700,14.11,1,0.19,Y,4
17422,22,66000,MORTGAGE,6.0,VENTURE,B,10000,11.49,0,0.15,N,4
29445,41,27340,RENT,7.0,DEBTCONSOLIDATION,C,1500,12.99,0,0.05,Y,15
7061,24,56000,RENT,7.0,VENTURE,A,7000,8.59,0,0.13,N,3
6161,24,24000,RENT,,MEDICAL,C,6000,12.99,0,0.25,Y,4
21179,32,65453,RENT,15.0,MEDICAL,C,5000,11.28,1,0.06,Y,9
12527,24,82000,MORTGAGE,1.0,EDUCATION,A,7500,8.32,0,0.09,N,3
22797,28,58000,MORTGAGE,12.0,EDUCATION,A,3000,,0,0.05,N,8
28786,31,56000,MORTGAGE,4.0,MEDICAL,A,8000,8.59,0,0.14,N,6
11456,21,45000,RENT,4.0,MEDICAL,A,4000,7.9,0,0.09,N,3
23043,31,60000,MORTGAGE,15.0,EDUCATION,C,15000,12.68,0,0.25,N,6
8325,22,50000,RENT,1.0,PERSONAL,A,7500,8.32,0,0.15,N,4
7439,21,53000,MORTGAGE,5.0,VENTURE,C,18000,13.8,0,0.34,Y,3
11701,24,75000,MORTGAGE,1.0,EDUCATION,A,2000,8.94,0,0.03,N,4
26675,30,44000,RENT,0.0,MEDICAL,A,2000,7.29,0,0.05,N,8
28932,28,65000,RENT,2.0,HOMEIMPROVEMENT,C,7200,13.98,0,0.11,Y,5
28207,30,150000,RENT,2.0,VENTURE,B,21000,12.62,0,0.14,N,9
18549,29,24000,MORTGAGE,0.0,EDUCATION,B,4000,10.59,0,0.17,N,10
4718,23,28000,RENT,0.0,MEDICAL,C,5000,11.78,0,0.18,N,4
20739,29,42108,OWN,0.0,EDUCATION,A,2500,8.0,0,0.06,N,5
13181,26,90000,MORTGAGE,0.0,EDUCATION,B,6000,9.91,0,0.07,N,3
15880,22,47000,RENT,6.0,DEBTCONSOLIDATION,C,19200,12.29,1,0.41,Y,4
7043,21,21000,RENT,2.0,EDUCATION,C,6250,13.85,0,0.3,N,3
8216,23,56000,MORTGAGE,3.0,MEDICAL,C,7500,13.79,0,0.13,Y,3
31905,39,310400,MORTGAGE,13.0,DEBTCONSOLIDATION,D,15000,15.65,1,0.05,Y,11
3058,22,35004,OWN,3.0,VENTURE,A,3000,7.9,0,0.09,N,4
23663,28,65000,MORTGAGE,8.0,EDUCATION,D,3000,,0,0.05,N,7
19464,32,48750,RENT,5.0,DEBTCONSOLIDATION,C,3000,13.49,0,0.06,N,7
31495,36,100000,MORTGAGE,5.0,MEDICAL,A,9350,7.51,0,0.09,N,14
27678,28,160000,OWN,12.0,PERSONAL,B,23000,11.83,0,0.14,N,8
24852,27,71000,OWN,0.0,VENTURE,E,5000,17.39,1,0.07,N,9
9215,24,21000,RENT,0.0,DEBTCONSOLIDATION,A,5000,8.63,0,0.24,N,2
15201,25,125000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,25000,11.49,0,0.2,N,3
28321,33,87000,MORTGAGE,17.0,VENTURE,E,9000,17.93,0,0.1,Y,7
27972,30,60000,MORTGAGE,8.0,MEDICAL,C,7400,13.11,0,0.12,N,8
7051,21,51000,MORTGAGE,5.0,PERSONAL,A,6000,7.88,0,0.12,N,2
30278,42,66500,RENT,8.0,VENTURE,B,6000,10.25,0,0.09,N,15
4257,22,34000,MORTGAGE,4.0,PERSONAL,D,7750,15.21,1,0.23,N,2
1227,23,40000,RENT,3.0,EDUCATION,C,16000,12.99,1,0.4,Y,2
15214,24,49200,RENT,8.0,DEBTCONSOLIDATION,E,15000,18.39,1,0.3,Y,4
16116,23,80196,OWN,2.0,PERSONAL,B,30000,9.91,0,0.37,N,3
10636,26,69654,MORTGAGE,10.0,MEDICAL,C,7500,,0,0.11,Y,3
8514,26,36000,RENT,3.0,VENTURE,C,7800,14.27,0,0.22,N,2
30867,37,68000,OWN,20.0,VENTURE,A,7000,7.29,0,0.1,N,11
29066,27,125000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,8000,6.76,0,0.06,N,6
6136,23,21996,RENT,6.0,VENTURE,C,6000,13.47,0,0.27,Y,3
11325,25,73163,MORTGAGE,9.0,VENTURE,E,25000,16.45,0,0.34,N,3
14573,26,83300,MORTGAGE,0.0,MEDICAL,D,28000,15.62,1,0.29,Y,2
11237,22,72000,MORTGAGE,6.0,VENTURE,B,25000,9.83,0,0.35,N,3
19056,33,132444,RENT,4.0,EDUCATION,B,2000,11.36,0,0.02,N,9
23566,35,58000,MORTGAGE,4.0,MEDICAL,D,15000,13.99,1,0.26,Y,9
16495,22,90000,MORTGAGE,6.0,MEDICAL,B,6400,9.88,0,0.07,N,3
9544,22,56400,MORTGAGE,6.0,EDUCATION,D,8400,14.91,1,0.15,N,2
15312,25,130000,MORTGAGE,9.0,EDUCATION,B,15000,11.14,0,0.12,N,3
11194,25,72000,MORTGAGE,9.0,EDUCATION,A,3200,6.39,0,0.04,N,3
21413,27,48000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,5650,5.42,0,0.12,N,8
29198,36,192000,OTHER,11.0,VENTURE,B,20000,11.48,0,0.1,N,17
9957,23,53664,RENT,1.0,DEBTCONSOLIDATION,B,9000,12.21,0,0.17,N,4
1243,22,38400,RENT,4.0,VENTURE,C,16000,11.54,1,0.42,Y,3
12976,26,83000,RENT,1.0,DEBTCONSOLIDATION,B,12000,9.99,0,0.14,N,3
4556,25,83000,RENT,0.0,EDUCATION,C,10000,13.22,1,0.12,N,3
9607,22,32000,RENT,3.0,EDUCATION,B,8400,11.49,0,0.26,N,4
18816,33,53326,RENT,8.0,MEDICAL,D,1200,16.29,1,0.02,N,7
25179,30,80256,OWN,11.0,VENTURE,A,24000,7.49,0,0.3,N,7
7556,22,29000,RENT,4.0,DEBTCONSOLIDATION,E,6400,15.95,1,0.22,Y,4
3502,25,57700,RENT,2.0,MEDICAL,D,10600,14.91,1,0.18,Y,4
10551,25,33500,RENT,2.0,VENTURE,B,10000,10.25,0,0.3,N,3
